dead_percentage,,-0.05 | 0.05,-0.1 | -0.05,-0.2 | -0.1,-0.3 | -0.2,-0.5 | -0.3,-0.75 | -0.5,-1 | -0.75,0.05 | 0.1,0.1 | 0.2,0.2 | 0.3,0.3 | 0.5,0.5 | 0.75,0.75 | 1
0.0011957635804578,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.00119748528091,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0011991845545029,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0012019655672216,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0012064666613045,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0012151686570291,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0012234433013819,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0012237574825005,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0012258556140874,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0012282563089775,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0012343662074098,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0012345679012345,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0012388673007458,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0012406947890818,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0012415316786094,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0012458653299721,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0012673468094544,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.001274924779438,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0012760527435133,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0012764301420237,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0012807172016329,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.001282736504543,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0012836970474967,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0012884226026136,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0012924450710844,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0012976901116013,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0013005999848105,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0013048548403178,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0013080163686751,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0013162224415926,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0013192612137203,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0013206914904102,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0013321492007104,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0013329778725673,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0013331358317286,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0013392192847577,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0013422818791946,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0013426394586818,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0013426720558108,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0013452914798206,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0013489675210127,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0013548633435563,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0013629670542889,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0013735270729415,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0013743455497382,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0013803418803418,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0013808137696974,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0013811077820968,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0013823075538881,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0013846593302315,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0013854766438721,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0013872135102533,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0013921113689095,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0013925751171401,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0013927576601671,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0013957785230855,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0014000574382538,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0014028651951238,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0014042014113241,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0014046853051792,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0014122700198029,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0014149228592426,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0014161090700825,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0014164305949008,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0014170901066866,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0014226864462102,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0014231581888347,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0014247658143546,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0014304872597228,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0014368828095285,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0014379641913024,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0014389006798805,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0014399479114494,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0014413160706741,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0014470406831929,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0014479638009049,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0014501546338359,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0014505033677528,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0014512830661653,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0014551922066372,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0014564057375042,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0014605324304587,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0014613544025308,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0014630068273651,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0014654492165483,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0014667535853976,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0014731156395777,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0014736740937705,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0014741699782079,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0014760985579652,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0014871839734056,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0014901661350509,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0014903129657228,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0014931740614334,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0014934649094823,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0014953020733367,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0015004840271055,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0015005407185382,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0015032122784676,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0015180805022871,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0015192467362693,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0015193340378269,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0015238895968261,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0015247092588717,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0015278731725094,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0015343644732897,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0015345268542199,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0015361140831678,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0015405581560703,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0015437809945756,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0015462117811362,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0015469311615633,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0015485583659022,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0015499870834409,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0015518085339054,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0015542430836182,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0015551269639195,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0015557907732318,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0015566589344937,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0015568922812515,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0015576323987538,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0015595009596928,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0015613840216115,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.001561802766622,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0015822784810126,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0015839971035481,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0015876015876015,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0015882503629066,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0015929535232383,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.001597061407011,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0016048144433299,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0016064257028112,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0016088722083579,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0016092981671881,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0016182832986558,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0016202385942084,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0016319767003941,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.001633393829401,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0016335807379523,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0016359249110465,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0016376663254861,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0016391496951053,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0016400787914141,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0016428993888414,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0016434128082326,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0016526686534814,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0016560537790007,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0016578426653831,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0016724405686297,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0016771595557655,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0016799193638705,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0016800672026881,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0016891017344033,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0016924802707968,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0016949573246623,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0016968042476457,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0016984610575118,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0017065128463642,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0017163547446628,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0017183867380976,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0017187140336069,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0017188084776069,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0017262093822932,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0017266876512917,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0017277698797306,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0017336030049118,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0017341386114931,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0017346053772766,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0017433094609875,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0017449187320257,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0017480900706228,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0017486338797814,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0017492347098144,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0017493911432785,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0017496111975116,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.001750329941874,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0017727849518548,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0017729015250666,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0017756357410108,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0017785682525566,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.001779284936783,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0017798702417178,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0017843554016111,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0017862459065197,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.001786333012512,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0017895976803189,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0017924441584704,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0017932324964915,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0017946877243359,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.00179520749028,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0017975266033937,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0017991724767446,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.001801671951571,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0018033704371618,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0018106570098292,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0018113509499316,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0018118677336554,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0018122228648544,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0018131501097432,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0018168054504163,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0018169988841806,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0018232648596086,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0018234618761396,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0018287649044339,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0018289894833104,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0018296739853626,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0018301610541727,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0018315018315018,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.001831867839062,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0018348128760691,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0018348623853211,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0018352747293906,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0018358579780268,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0018359853121175,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0018422374811589,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0018435475834578,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0018437146674889,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0018443628487791,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0018462447382024,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0018478625737759,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0018497539232983,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0018527355921735,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0018537922140727,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0018557794273594,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0018577451819782,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0018605982539001,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0018690584886406,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0018711074282964,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0018736701705357,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.001875,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0018808111756586,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.001882966396292,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0018839994617144,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0018863436464516,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0018869880767236,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0018889769057339,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0018900018900018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0018901727453526,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0018914318138831,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0018916107065165,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0018927820915987,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0018988018827556,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.00190106353423,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0019022772976792,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0019042285074208,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0019051426358429,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0019067594622938,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0019075648572051,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0019078242229367,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0019083969465648,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0019084913367455,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0019092764500625,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0019117412776804,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0019163206643244,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0019182001430522,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0019240860591219,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0019252229765991,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0019262255610131,0,0,0,0,0,0,0,0,0,1,0,0,0,0
